Shelf mark	Name	Related shelfmark	Depository	Object	Size	Dating	Leaves/pages	Main text	Minor text	Gatherings	Full size	Leaf size	Catch Words and Gatherings	Production Unit	Pricking	Material	Ruling	Columns	Lines	Script	Rubric	Scribe	Production	Style	Colours	Form of Initials	Size of Initials	Iconography	Place	Literature	Links to Database
B 10			KB	Codex	Unknown	Unknown	f.97v		List over churches in Västergötland	XVII:10 (4b, 2f; ff. 96-105); XVIII:3 (1b, 1f; ff. 106-108)	250x190x60	Unknown	Unknown	II	Yes	Parchment	Ink	1		Textualis	Yes	Hand a	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Liljegren (1829); Hjärne (1895:314-322); Hadorph (1687:1-3; 6)	=HYPERLÄNK("https://www.alvin-portal.org/alvin/view.jsf?dswid=8148&searchType=TEXT&query=&aq=%5B%5B%7B%22A_FQ%22%3A%22b5%22%7D%5D%5D&aqe=%5B%5D&af=%5B%22ARCHIVE_ORG_ID_facet%3A23%22%2C%22CRP_facet%3A1300%22%5D&pid=alvin-record%3A472902&c=4";"Av")
B 10			KB	Codex	Unknown	Unknown	f.98r		Danaholm meeting on the borders of Västgötland (ca. 1050-1060)	XVII:10 (4b, 2f; ff. 96-105); XVIII:3 (1b, 1f; ff. 106-108)	250x190x60	Unknown	Unknown	II	Yes	Parchment	Ink	1		Textualis	Yes	Hand a	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Liljegren (1829); Hjärne (1895:314-322); Hadorph (1687:1-3; 6)	=HYPERLÄNK("https://www.alvin-portal.org/alvin/view.jsf?dswid=8148&searchType=TEXT&query=&aq=%5B%5B%7B%22A_FQ%22%3A%22b5%22%7D%5D%5D&aqe=%5B%5D&af=%5B%22ARCHIVE_ORG_ID_facet%3A23%22%2C%22CRP_facet%3A1300%22%5D&pid=alvin-record%3A472902&c=4";"Av")
B 10			KB	Codex	Unknown	Unknown	ff.98r-99r		Borders of Västgötland	XVII:10 (4b, 2f; ff. 96-105); XVIII:3 (1b, 1f; ff. 106-108)	250x190x60	Unknown	Unknown	II	Yes	Parchment	Ink	1		Textualis	Yes	Hand a	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Liljegren (1829); Hjärne (1895:314-322); Hadorph (1687:1-3; 6)	=HYPERLÄNK("https://www.alvin-portal.org/alvin/view.jsf?dswid=8148&searchType=TEXT&query=&aq=%5B%5B%7B%22A_FQ%22%3A%22b5%22%7D%5D%5D&aqe=%5B%5D&af=%5B%22ARCHIVE_ORG_ID_facet%3A23%22%2C%22CRP_facet%3A1300%22%5D&pid=alvin-record%3A472902&c=4";"Av")
B 10			KB	Codex	Unknown	Unknown	ff.99r-102v		RBKM 1284	XVII:10 (4b, 2f; ff. 96-105); XVIII:3 (1b, 1f; ff. 106-108)	250x190x60	Unknown	Unknown	II	Yes	Parchment	Ink	1		Textualis	Yes	Hand a	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Liljegren (1829); Hjärne (1895:314-322); Hadorph (1687:1-3; 6)	=HYPERLÄNK("https://www.alvin-portal.org/alvin/view.jsf?dswid=8148&searchType=TEXT&query=&aq=%5B%5B%7B%22A_FQ%22%3A%22b5%22%7D%5D%5D&aqe=%5B%5D&af=%5B%22ARCHIVE_ORG_ID_facet%3A23%22%2C%22CRP_facet%3A1300%22%5D&pid=alvin-record%3A472902&c=4";"Av")
B 10			KB	Codex	Unknown	Unknown	ff.103r-104v		SBB 1281	XVII:10 (4b, 2f; ff. 96-105); XVIII:3 (1b, 1f; ff. 106-108)	250x190x60	Unknown	Unknown	II	Yes	Parchment	Ink	1		Textualis	Yes	Hand a	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Liljegren (1829); Hjärne (1895:314-322); Hadorph (1687:1-3; 6)	=HYPERLÄNK("https://www.alvin-portal.org/alvin/view.jsf?dswid=8148&searchType=TEXT&query=&aq=%5B%5B%7B%22A_FQ%22%3A%22b5%22%7D%5D%5D&aqe=%5B%5D&af=%5B%22ARCHIVE_ORG_ID_facet%3A23%22%2C%22CRP_facet%3A1300%22%5D&pid=alvin-record%3A472902&c=4";"Av")
B 10			KB	Codex	Unknown	Unknown	ff.104v-105v		BNRR 1458	XVII:10 (4b, 2f; ff. 96-105); XVIII:3 (1b, 1f; ff. 106-108)	250x190x60	Unknown	Unknown	II	Yes	Parchment	Ink	1		Textualis	Yes	Further scribes	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Liljegren (1829); Hjärne (1895:314-322); Hadorph (1687:1-3; 6)	=HYPERLÄNK("https://www.alvin-portal.org/alvin/view.jsf?dswid=8148&searchType=TEXT&query=&aq=%5B%5B%7B%22A_FQ%22%3A%22b5%22%7D%5D%5D&aqe=%5B%5D&af=%5B%22ARCHIVE_ORG_ID_facet%3A23%22%2C%22CRP_facet%3A1300%22%5D&pid=alvin-record%3A472902&c=4";"Av")
B 10			KB	Codex	Unknown	Unknown	f.105v		BNRR 1458	XVII:10 (4b, 2f; ff. 96-105); XVIII:3 (1b, 1f; ff. 106-108)	250x190x60	Unknown	Unknown	II	Yes	Parchment	Ink	1		Textualis	Yes	Further scribes	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Liljegren (1829); Hjärne (1895:314-322); Hadorph (1687:1-3; 6)	=HYPERLÄNK("https://www.alvin-portal.org/alvin/view.jsf?dswid=8148&searchType=TEXT&query=&aq=%5B%5B%7B%22A_FQ%22%3A%22b5%22%7D%5D%5D&aqe=%5B%5D&af=%5B%22ARCHIVE_ORG_ID_facet%3A23%22%2C%22CRP_facet%3A1300%22%5D&pid=alvin-record%3A472902&c=4";"Av")
B 10			KB	Codex	Unknown	Unknown	f.105v		List of lawmenn (?)	XVII:10 (4b, 2f; ff. 96-105); XVIII:3 (1b, 1f; ff. 106-108)	250x190x60	Unknown	Unknown	II	Yes	Parchment	Ink	1		Textualis	Yes	Further scribes	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Liljegren (1829); Hjärne (1895:314-322); Hadorph (1687:1-3; 6)	=HYPERLÄNK("https://www.alvin-portal.org/alvin/view.jsf?dswid=8148&searchType=TEXT&query=&aq=%5B%5B%7B%22A_FQ%22%3A%22b5%22%7D%5D%5D&aqe=%5B%5D&af=%5B%22ARCHIVE_ORG_ID_facet%3A23%22%2C%22CRP_facet%3A1300%22%5D&pid=alvin-record%3A472902&c=4";"Av")
B 10			KB	Codex	Unknown	Unknown	ff.106r-108v		RBKM 1285	XVII:10 (4b, 2f; ff. 96-105); XVIII:3 (1b, 1f; ff. 106-108)	250x190x60	Unknown	Unknown	II	Yes	Parchment	Ink	1		Textualis	Yes	Further scribes	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Liljegren (1829); Hjärne (1895:314-322); Hadorph (1687:1-3; 6)	=HYPERLÄNK("https://www.alvin-portal.org/alvin/view.jsf?dswid=8148&searchType=TEXT&query=&aq=%5B%5B%7B%22A_FQ%22%3A%22b5%22%7D%5D%5D&aqe=%5B%5D&af=%5B%22ARCHIVE_ORG_ID_facet%3A23%22%2C%22CRP_facet%3A1300%22%5D&pid=alvin-record%3A472902&c=4";"Av")
B 11			KB	Codex	Unknown	1350-1399	ff.1-3	UL	Kkb	I:3 (1b, 1f; ff. 1-3); II:8 (4b; ff. 4-11); III:8 (4b; ff. 12-19); IV:8 (4b; ff. 20-27); V:8 (4b; ff. 28-35); VI:8 (4b; ff. 36-43); VII:8 (4b; ff. 44-51); VIII:8 (4b; ff. 52-59); IX:8 (4b; ff. 60-67); X:8 (4b; ff. 68-75); XI:8 (4b; ff. 76-83); XII:10 (5b; ff. 84-93); XIII:10 (5b; ff. 94-103); XIV:1 (1f)	245x190x40	235x180	Yes. On f. 11v ("a"), f. 19v ("a-b"), f. 27v ("c" ), f. 35v ("d"), f. 43v ("e"), f. 51v ("f"), f. 59v ("g"), f. 75v, f. 83v, f. 93v.	I (ff. 1-59)-II (ff. 60-103)	Yes	Parchment	Ink	1	22	Textualis	No	Hand a ff. 1r-59v	Unknown	Romanesque	R, B	Ornamented large initials (5 lines) and small initials (2 lines). Small initials are usually painted as Lombard letters.	Large and Small	None. Ornamented large initials on f. 7r and f. 30r according to MS.	Throughout	Cornell (1943)	=HYPERLÄNK("https://manuscripta.se/ms/100264";"MS (Not digitalised)")
B 11			KB	Codex	Unknown	1350-1399	ff.5v-103v	MEL (with later additions from UL (Kb ch. 10) and KrL (jb ch. 23-24)		I:3 (1b, 1f; ff. 1-3); II:8 (4b; ff. 4-11); III:8 (4b; ff. 12-19); IV:8 (4b; ff. 20-27); V:8 (4b; ff. 28-35); VI:8 (4b; ff. 36-43); VII:8 (4b; ff. 44-51); VIII:8 (4b; ff. 52-59); IX:8 (4b; ff. 60-67); X:8 (4b; ff. 68-75); XI:8 (4b; ff. 76-83); XII:10 (5b; ff. 84-93); XIII:10 (5b; ff. 94-103); XIV:1 (1f)	245x190x40	235x180	Yes. On f. 11v ("a"), f. 19v ("a-b"), f. 27v ("c" ), f. 35v ("d"), f. 43v ("e"), f. 51v ("f"), f. 59v ("g"), f. 75v, f. 83v, f. 93v.	I (ff. 1-59)-II (ff. 60-103)	Yes	Parchment	Ink	1	22	Textualis	No	Hand b (ff. 60v-103v) (both parts are codicoligically separted)	Unknown	Romanesque	R, B	Ornamented large initials (5 lines) and small initials (2 lines). Small initials are usually painted as Lombard letters.	Large and Small	None. Ornamented large initials on f. 7r and f. 30r according to MS.	Throughout	Cornell (1943)	=HYPERLÄNK("https://www.alvin-portal.org/alvin/view.jsf?dswid=9154&searchType=TEXT&query=B&aq=%5B%5B%7B%22A_FQ%22%3A%22B%22%7D%5D%5D&aqe=%5B%5D&af=%5B%22ARCHIVE_ORG_ID_facet%3A23%22%5D&pid=alvin-record%3A472907&c=75";"Av")
B 12			KB	Codex	Unknown	1375-1400	ff.1r-115v	MEL		I:9 (4b, 1f; ff. 1-8); II:3 (1b, 1f; ff. 9-11); III:6 (3b; ff. 12-17); IV:10 (5b; ff. 18-27); V:7 (3b, 1f; ff. 28-34); VI:4 (2b; ff. 35-38); VII:8 (3b, 2f; ff. 39-46); VIII:8 (4b; ff. 47-54); IX:8 (4b; ff. 55-62); X:8 (4b; ff. 63-70); XI:8 (4b; ff. 71-78); XII:8 (4b; ff. 79-86); XIII:8 (3b, 2f; ff. 87-94); XIV:8 (4b; ff. 95-102); XV:8 (4b; ff. 103-110); XVI:5 (2b, 1f; ff. 111-115)	230x180x60	Unknown	Unknown	I 		Parchment		1	25			Hand a	Unknown	Unknown	R, B, G, Gold	Unknown	Unknown	Unknown	Unknown	Cornell (1943)	=HYPERLÄNK("https://manuscripta.se/ms/100265";"MS (Not digitalised)")
B 13			KB	Codex	Unknown	1439	ff. 1r-111r	MEL (with later additions from KrL)		I:1 (1f; f. I); II:2 (2f; ff. II-III); III:8 (4b; ff. 1-8); IV:8 (4b; ff. 9-16); V:1 (1f; f. 16a); VI:9 (4b, 1f; ff. 17-25); VII:10 (4b, 2f; ff. 26-34); VIII:10 (5b; ff. 35-42); IX:8 (4b; ff. 43-50); X:8 (4b; ff. 51-58); XI:11 (4b, 3f; ff. 51-67a); XII:9 (4b, 1f; ff. 67b-75); XIII:8 (4b; ff. 76-83); XIV:8 (4b; ff. 84-91); XV:8 (4b; ff. 92-99); XVI:8 (4b; ff. 100-107); XVII:5 (2b, 1f; ff. 108-111)	220x160x60	Unknown	Yes. Custodes on f. 8v, f. 99v, f. 107v. Gathering signatures on f. 9r ("2us"), f. 26r ("5"), f. 35r ("6"), f. 43r ("7"), f. 59r ("8"), f. 68r ("9"), f. 76r ("10").	I	Yes	Parchment	Ink	1	24-26	Cursiva R	No	Hand a (Petrus Nicolai)	Unknown	Romanesque	R	Small Lombard initials (2 lines)	Small	None	Throughout	Cornell (1943); Schlyter (1862:xxvi); Hedlund (1980:22); Åström (2003)	=HYPERLÄNK("https://manuscripta.se/ms/100266";"MS")
B 13			KB	Codex	Unknown	1439	ff. 1r-111r	MEL (with later additions from KrL)		I:1 (1f; f. I); II:2 (2f; ff. II-III); III:8 (4b; ff. 1-8); IV:8 (4b; ff. 9-16); V:1 (1f; f. 16a); VI:9 (4b, 1f; ff. 17-25); VII:10 (4b, 2f; ff. 26-34); VIII:10 (5b; ff. 35-42); IX:8 (4b; ff. 43-50); X:8 (4b; ff. 51-58); XI:11 (4b, 3f; ff. 51-67a); XII:9 (4b, 1f; ff. 67b-75); XIII:8 (4b; ff. 76-83); XIV:8 (4b; ff. 84-91); XV:8 (4b; ff. 92-99); XVI:8 (4b; ff. 100-107); XVII:5 (2b, 1f; ff. 108-111)	220x160x60	Unknown	Yes. Custodes on f. 8v, f. 99v, f. 107v. Gathering signatures on f. 9r ("2us"), f. 26r ("5"), f. 35r ("6"), f. 43r ("7"), f. 59r ("8"), f. 68r ("9"), f. 76r ("10").	I	Yes	Parchment	Ink	1	24-26	Cursiva R	No	Hand a (Petrus Nicolai)	Unknown	Romanesque	R	Small Lombard initials (2 lines)	Small	None	Throughout	Cornell (1943); Schlyter (1862:xxvi); Hedlund (1980:22); Åström (2003)	=HYPERLÄNK("https://manuscripta.se/ms/100266";"MS")
B 13			KB	Codex	Unknown	1439	f. 111r		Latin annotation	I:1 (1f; f. I); II:2 (2f; ff. II-III); III:8 (4b; ff. 1-8); IV:8 (4b; ff. 9-16); V:1 (1f; f. 16a); VI:9 (4b, 1f; ff. 17-25); VII:10 (4b, 2f; ff. 26-34); VIII:10 (5b; ff. 35-42); IX:8 (4b; ff. 43-50); X:8 (4b; ff. 51-58); XI:11 (4b, 3f; ff. 51-67a); XII:9 (4b, 1f; ff. 67b-75); XIII:8 (4b; ff. 76-83); XIV:8 (4b; ff. 84-91); XV:8 (4b; ff. 92-99); XVI:8 (4b; ff. 100-107); XVII:5 (2b, 1f; ff. 108-111)	220x160x60	Unknown	Yes. Custodes on f. 8v, f. 99v, f. 107v. Gathering signatures on f. 9r ("2us"), f. 26r ("5"), f. 35r ("6"), f. 43r ("7"), f. 59r ("8"), f. 68r ("9"), f. 76r ("10").	I	Yes	Parchment	Ink	1	24-26	Cursiva R	No	Hand a (Petrus Nicolai)	Unknown	Romanesque	R	Small Lombard initials (2 lines)	Small	None	Throughout	Cornell (1943); Schlyter (1862:xxvi); Hedlund (1980:22); Åström (2003)	=HYPERLÄNK("https://manuscripta.se/ms/100266";"MS")
B 13			KB	Codex	Unknown	1439	f. 111r		Epilogue with date of writing	I:1 (1f; f. I); II:2 (2f; ff. II-III); III:8 (4b; ff. 1-8); IV:8 (4b; ff. 9-16); V:1 (1f; f. 16a); VI:9 (4b, 1f; ff. 17-25); VII:10 (4b, 2f; ff. 26-34); VIII:10 (5b; ff. 35-42); IX:8 (4b; ff. 43-50); X:8 (4b; ff. 51-58); XI:11 (4b, 3f; ff. 51-67a); XII:9 (4b, 1f; ff. 67b-75); XIII:8 (4b; ff. 76-83); XIV:8 (4b; ff. 84-91); XV:8 (4b; ff. 92-99); XVI:8 (4b; ff. 100-107); XVII:5 (2b, 1f; ff. 108-111)	220x160x60	Unknown	Yes. Custodes on f. 8v, f. 99v, f. 107v. Gathering signatures on f. 9r ("2us"), f. 26r ("5"), f. 35r ("6"), f. 43r ("7"), f. 59r ("8"), f. 68r ("9"), f. 76r ("10").	I	Yes	Parchment	Ink	1	24-26	Cursiva R	No	Hand a (Petrus Nicolai)	Unknown	Romanesque	R	Small Lombard initials (2 lines)	Small	None	Throughout	Cornell (1943); Schlyter (1862:xxvi); Hedlund (1980:22); Åström (2003)	=HYPERLÄNK("https://manuscripta.se/ms/100266";"MS")
B 14			KB	Codex	Unknown	1435	ff.1r-7v		Calendarium	I:2 (1b; ff. I-II); II:6 (3b; ff. 1-6); III:9 (4b, 1f; ff. 7-15); IV:8 (3b, 2f; ff. 16-23); V:8 (4b; ff. 24-31); VI:8 (4b; ff. 32-39); VII:8 (3b, 2f; ff. 40-47); VIII:8 (3b, 2f; ff. 48-55); IX:9 (3b, 3f; ff. 56-64); X:8 (3b, 2f; ff. 65-72); XI:10 (2b, 6f; ff. 73-82); XII:9 (4b, 1f; ff. 83-91); XIII:8 (4b; ff. 92-99); XIV:10 (5b; ff. 100-109); XV:7 (3b, 1f; ff. 109-115); XVI:2 (1b; ff. 115:1-115:2)	200x165x40	Unknown	Yes. Custodes on f. 15v, f. 23v, f. 39v, f. 61v, f. 64v, f. 90v, f. 108v. Gathering signatures on f. 20r, f. 24r, f. 28r, f. 29r ("c v"), f. 32r ("d"), f. 33r ("d ij"), f. 34r, f. 35r, f. 65r ("h"), f. 67r ("h -"), f. 68r ("h -"), f. 69r ("h -"), f. 74r, f. 75r, f. 78r, f. 79r, f. 89r ("k -"), f. 91r ("k").	I		Parchment		1	28-32			Hand a	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Cornell (1943)	
B 14			KB	Codex	Unknown	1435	ff.8r-20v	UL	Kkb	I:2 (1b; ff. I-II); II:6 (3b; ff. 1-6); III:9 (4b, 1f; ff. 7-15); IV:8 (3b, 2f; ff. 16-23); V:8 (4b; ff. 24-31); VI:8 (4b; ff. 32-39); VII:8 (3b, 2f; ff. 40-47); VIII:8 (3b, 2f; ff. 48-55); IX:9 (3b, 3f; ff. 56-64); X:8 (3b, 2f; ff. 65-72); XI:10 (2b, 6f; ff. 73-82); XII:9 (4b, 1f; ff. 83-91); XIII:8 (4b; ff. 92-99); XIV:10 (5b; ff. 100-109); XV:7 (3b, 1f; ff. 109-115); XVI:2 (1b; ff. 115:1-115:2)	200x165x40	Unknown	Yes. Custodes on f. 15v, f. 23v, f. 39v, f. 61v, f. 64v, f. 90v, f. 108v. Gathering signatures on f. 20r, f. 24r, f. 28r, f. 29r ("c v"), f. 32r ("d"), f. 33r ("d ij"), f. 34r, f. 35r, f. 65r ("h"), f. 67r ("h -"), f. 68r ("h -"), f. 69r ("h -"), f. 74r, f. 75r, f. 78r, f. 79r, f. 89r ("k -"), f. 91r ("k").	I		Parchment		1	28-32			Hand a	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Cornell (1943)	
B 14			KB	Codex	Unknown	1435	ff.8r-20v	UL	Kkb	I:2 (1b; ff. I-II); II:6 (3b; ff. 1-6); III:9 (4b, 1f; ff. 7-15); IV:8 (3b, 2f; ff. 16-23); V:8 (4b; ff. 24-31); VI:8 (4b; ff. 32-39); VII:8 (3b, 2f; ff. 40-47); VIII:8 (3b, 2f; ff. 48-55); IX:9 (3b, 3f; ff. 56-64); X:8 (3b, 2f; ff. 65-72); XI:10 (2b, 6f; ff. 73-82); XII:9 (4b, 1f; ff. 83-91); XIII:8 (4b; ff. 92-99); XIV:10 (5b; ff. 100-109); XV:7 (3b, 1f; ff. 109-115); XVI:2 (1b; ff. 115:1-115:2)	200x165x40	Unknown	Yes. Custodes on f. 15v, f. 23v, f. 39v, f. 61v, f. 64v, f. 90v, f. 108v. Gathering signatures on f. 20r, f. 24r, f. 28r, f. 29r ("c v"), f. 32r ("d"), f. 33r ("d ij"), f. 34r, f. 35r, f. 65r ("h"), f. 67r ("h -"), f. 68r ("h -"), f. 69r ("h -"), f. 74r, f. 75r, f. 78r, f. 79r, f. 89r ("k -"), f. 91r ("k").	I		Parchment		1	28-32			Hand a	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Cornell (1943)	
B 14			KB	Codex	Unknown	1435	f.20v		Lisat over public lakes and rivers (?) in Västgötland	I:2 (1b; ff. I-II); II:6 (3b; ff. 1-6); III:9 (4b, 1f; ff. 7-15); IV:8 (3b, 2f; ff. 16-23); V:8 (4b; ff. 24-31); VI:8 (4b; ff. 32-39); VII:8 (3b, 2f; ff. 40-47); VIII:8 (3b, 2f; ff. 48-55); IX:9 (3b, 3f; ff. 56-64); X:8 (3b, 2f; ff. 65-72); XI:10 (2b, 6f; ff. 73-82); XII:9 (4b, 1f; ff. 83-91); XIII:8 (4b; ff. 92-99); XIV:10 (5b; ff. 100-109); XV:7 (3b, 1f; ff. 109-115); XVI:2 (1b; ff. 115:1-115:2)	200x165x40	Unknown	Yes. Custodes on f. 15v, f. 23v, f. 39v, f. 61v, f. 64v, f. 90v, f. 108v. Gathering signatures on f. 20r, f. 24r, f. 28r, f. 29r ("c v"), f. 32r ("d"), f. 33r ("d ij"), f. 34r, f. 35r, f. 65r ("h"), f. 67r ("h -"), f. 68r ("h -"), f. 69r ("h -"), f. 74r, f. 75r, f. 78r, f. 79r, f. 89r ("k -"), f. 91r ("k").	I		Parchment		1	28-32			Hand a	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Cornell (1943)	
B 14			KB	Codex	Unknown	1435	ff.20v-114r	MEL (with later additions from KrL)		I:2 (1b; ff. I-II); II:6 (3b; ff. 1-6); III:9 (4b, 1f; ff. 7-15); IV:8 (3b, 2f; ff. 16-23); V:8 (4b; ff. 24-31); VI:8 (4b; ff. 32-39); VII:8 (3b, 2f; ff. 40-47); VIII:8 (3b, 2f; ff. 48-55); IX:9 (3b, 3f; ff. 56-64); X:8 (3b, 2f; ff. 65-72); XI:10 (2b, 6f; ff. 73-82); XII:9 (4b, 1f; ff. 83-91); XIII:8 (4b; ff. 92-99); XIV:10 (5b; ff. 100-109); XV:7 (3b, 1f; ff. 109-115); XVI:2 (1b; ff. 115:1-115:2)	200x165x40	Unknown	Yes. Custodes on f. 15v, f. 23v, f. 39v, f. 61v, f. 64v, f. 90v, f. 108v. Gathering signatures on f. 20r, f. 24r, f. 28r, f. 29r ("c v"), f. 32r ("d"), f. 33r ("d ij"), f. 34r, f. 35r, f. 65r ("h"), f. 67r ("h -"), f. 68r ("h -"), f. 69r ("h -"), f. 74r, f. 75r, f. 78r, f. 79r, f. 89r ("k -"), f. 91r ("k").	I		Parchment		1	28-32			Hand a	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Cornell (1943)	
B 14			KB	Codex	Unknown	1435	ff.36v-37r	MEL (with later additions from KrL)	Äb ch. 1-2 (Mellersta lagen)	I:2 (1b; ff. I-II); II:6 (3b; ff. 1-6); III:9 (4b, 1f; ff. 7-15); IV:8 (3b, 2f; ff. 16-23); V:8 (4b; ff. 24-31); VI:8 (4b; ff. 32-39); VII:8 (3b, 2f; ff. 40-47); VIII:8 (3b, 2f; ff. 48-55); IX:9 (3b, 3f; ff. 56-64); X:8 (3b, 2f; ff. 65-72); XI:10 (2b, 6f; ff. 73-82); XII:9 (4b, 1f; ff. 83-91); XIII:8 (4b; ff. 92-99); XIV:10 (5b; ff. 100-109); XV:7 (3b, 1f; ff. 109-115); XVI:2 (1b; ff. 115:1-115:2)	200x165x40	Unknown	Yes. Custodes on f. 15v, f. 23v, f. 39v, f. 61v, f. 64v, f. 90v, f. 108v. Gathering signatures on f. 20r, f. 24r, f. 28r, f. 29r ("c v"), f. 32r ("d"), f. 33r ("d ij"), f. 34r, f. 35r, f. 65r ("h"), f. 67r ("h -"), f. 68r ("h -"), f. 69r ("h -"), f. 74r, f. 75r, f. 78r, f. 79r, f. 89r ("k -"), f. 91r ("k").	I		Parchment		1	28-32			Hand a	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Cornell (1943)	
B 14			KB	Codex	Unknown	1435	ff.114v-115v	Gårdsrett (unknown)		I:2 (1b; ff. I-II); II:6 (3b; ff. 1-6); III:9 (4b, 1f; ff. 7-15); IV:8 (3b, 2f; ff. 16-23); V:8 (4b; ff. 24-31); VI:8 (4b; ff. 32-39); VII:8 (3b, 2f; ff. 40-47); VIII:8 (3b, 2f; ff. 48-55); IX:9 (3b, 3f; ff. 56-64); X:8 (3b, 2f; ff. 65-72); XI:10 (2b, 6f; ff. 73-82); XII:9 (4b, 1f; ff. 83-91); XIII:8 (4b; ff. 92-99); XIV:10 (5b; ff. 100-109); XV:7 (3b, 1f; ff. 109-115); XVI:2 (1b; ff. 115:1-115:2)	200x165x40	Unknown	Yes. Custodes on f. 15v, f. 23v, f. 39v, f. 61v, f. 64v, f. 90v, f. 108v. Gathering signatures on f. 20r, f. 24r, f. 28r, f. 29r ("c v"), f. 32r ("d"), f. 33r ("d ij"), f. 34r, f. 35r, f. 65r ("h"), f. 67r ("h -"), f. 68r ("h -"), f. 69r ("h -"), f. 74r, f. 75r, f. 78r, f. 79r, f. 89r ("k -"), f. 91r ("k").	I		Parchment		1	28-32			Hand a	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Cornell (1943)	
B 15			KB	Codex	Unknown	1450-1500	ff. 1v-98v	MEL		I:2 (1b; ff. mirror-1); II:8 (4b; ff. 2-9); III:10 (5b; ff. 10-19); IV:10 (5b; ff. 20-29); V:10 (5b; ff. 30-39); VI:10 (5b; ff. 40-49); VII:10 (5b; ff. 50-59); VIII:10 (5b; ff. 60-69); IX:10 (5b; ff. 70-79); X:11 (5b, 1f; ff. 80-90); XI:8 (3b, 2f; ff. 91-98)	180x125x40	175x130	Yes, on f. 19v ("3"), f. 39v ("5"), f. 49v ("6"), f. 59v ("7"), f. 60r ("8"), f. 70r ("9"), f. 80r ("10").	I		Parchment	None	1	26-32	Cursiva R	Yes	Hand a	Unknown	Romansque	R	Ornamented large (7 lines) and Lombard small initials (1-2 lines).	Large and Small	None. According to AV, large initials on f. 63r15-21, f. 68v18-24, f. 77v16-23, f. 82r6-14, f. 87r.15-21.	Unknown	Schlyter (1862:XLI); Åström (2003:48; 125)	=HYPERLÄNK("https://manuscripta.se/ms/100268";"MS (Not digitalised)")
B 15			KB	Codex	Unknown	1450-1500	ff. 1v-98v	MEL		I:2 (1b; ff. mirror-1); II:8 (4b; ff. 2-9); III:10 (5b; ff. 10-19); IV:10 (5b; ff. 20-29); V:10 (5b; ff. 30-39); VI:10 (5b; ff. 40-49); VII:10 (5b; ff. 50-59); VIII:10 (5b; ff. 60-69); IX:10 (5b; ff. 70-79); X:11 (5b, 1f; ff. 80-90); XI:8 (3b, 2f; ff. 91-98)	180x125x40	175x130	Yes, on f. 19v ("3"), f. 39v ("5"), f. 49v ("6"), f. 59v ("7"), f. 60r ("8"), f. 70r ("9"), f. 80r ("10").	I		Parchment	None	1	26-32	Cursiva R	Yes	Hand a	Unknown	Romansque	R	Ornamented large (7 lines) and Lombard small initials (1-2 lines).	Large and Small	None. According to AV, large initials on f. 63r15-21, f. 68v18-24, f. 77v16-23, f. 82r6-14, f. 87r.15-21.	Unknown	Schlyter (1862:XLI); Åström (2003:48; 125)	=HYPERLÄNK("https://www.alvin-portal.org/alvin/view.jsf?dswid=8148&searchType=TEXT&query=&aq=%5B%5B%7B%22A_FQ%22%3A%22b5%22%7D%5D%5D&aqe=%5B%5D&af=%5B%22ARCHIVE_ORG_ID_facet%3A23%22%2C%22CRP_facet%3A1400%22%5D&pid=alvin-record%3A472875&c=2";"Av")
